2016-12-09	09_0_fcab791b16ec4782b0287588d5a28541	09	DEVICE_00	580	2016-12-09T10:26:00.0000000	OK	V161209b	{"DeviceId":"DEVICE_00","Country":"FR","Variables":[{"Name":"LT_02_PCT_1","Timestamp":"2016-12-09T10:26:00.0000000","Value":580}],"EventProcessedUtcTime":"2016-12-09T09:27:16.7206366Z","PartitionId":3,"EventEnqueuedUtcTime":"2016-12-09T09:27:17.2800000Z","IoTHub":{"MessageId":null,"CorrelationId":null,"ConnectionDeviceId":"FR_44MICHEL","ConnectionDeviceGenerationId":"636165393439607080","EnqueuedTime":"0001-01-01T00:00:00.0000000","StreamId":null}}
2016-12-09	09_0_fcab791b16ec4782b0287588d5a28541	09	DEVICE_01	513	2016-12-09T10:26:00.0000000	OK	V161209b	{"DeviceId":"DEVICE_01","Country":"FR","Variables":[{"Name":"LT_02_PCT_1","Timestamp":"2016-12-09T10:26:00.0000000","Value":513}],"EventProcessedUtcTime":"2016-12-09T09:27:16.8925277Z","PartitionId":3,"EventEnqueuedUtcTime":"2016-12-09T09:27:17.5140000Z","IoTHub":{"MessageId":null,"CorrelationId":null,"ConnectionDeviceId":"FR_44MICHEL","ConnectionDeviceGenerationId":"636165393439607080","EnqueuedTime":"0001-01-01T00:00:00.0000000","StreamId":null}}
2016-12-09	09_0_fcab791b16ec4782b0287588d5a28541	09	DEVICE_02	545	2016-12-09T10:26:00.0000000	OK	V161209b	{"DeviceId":"DEVICE_02","Country":"FR","Variables":[{"Name":"LT_02_PCT_1","Timestamp":"2016-12-09T10:26:00.0000000","Value":545}],"EventProcessedUtcTime":"2016-12-09T09:27:17.0487743Z","PartitionId":3,"EventEnqueuedUtcTime":"2016-12-09T09:27:17.6860000Z","IoTHub":{"MessageId":null,"CorrelationId":null,"ConnectionDeviceId":"FR_44MICHEL","ConnectionDeviceGenerationId":"636165393439607080","EnqueuedTime":"0001-01-01T00:00:00.0000000","StreamId":null}}
2016-12-09	09_0_fcab791b16ec4782b0287588d5a28541	09	DEVICE_03	500	2016-12-09T10:26:00.0000000	OK	V161209b	{"DeviceId":"DEVICE_03","Country":"FR","Variables":[{"Name":"LT_02_PCT_1","Timestamp":"2016-12-09T10:26:00.0000000","Value":500}],"EventProcessedUtcTime":"2016-12-09T09:27:17.2050366Z","PartitionId":3,"EventEnqueuedUtcTime":"2016-12-09T09:27:17.8270000Z","IoTHub":{"MessageId":null,"CorrelationId":null,"ConnectionDeviceId":"FR_44MICHEL","ConnectionDeviceGenerationId":"636165393439607080","EnqueuedTime":"0001-01-01T00:00:00.0000000","StreamId":null}}
2016-12-09	09_0_fcab791b16ec4782b0287588d5a28541	09	DEVICE_04	532	2016-12-09T10:26:00.0000000	OK	V161209b	{"DeviceId":"DEVICE_04","Country":"FR","Variables":[{"Name":"LT_02_PCT_1","Timestamp":"2016-12-09T10:26:00.0000000","Value":532}],"EventProcessedUtcTime":"2016-12-09T09:27:17.3456625Z","PartitionId":3,"EventEnqueuedUtcTime":"2016-12-09T09:27:17.9830000Z","IoTHub":{"MessageId":null,"CorrelationId":null,"ConnectionDeviceId":"FR_44MICHEL","ConnectionDeviceGenerationId":"636165393439607080","EnqueuedTime":"0001-01-01T00:00:00.0000000","StreamId":null}}
2016-12-09	09_0_fcab791b16ec4782b0287588d5a28541	09	DEVICE_00	540	2016-12-09T10:41:00.0000000	OK	V161209b	{"DeviceId":"DEVICE_00","Country":"FR","Variables":[{"Name":"LT_02_PCT_1","Timestamp":"2016-12-09T10:41:00.0000000","Value":540}],"EventProcessedUtcTime":"2016-12-09T09:27:17.5175400Z","PartitionId":3,"EventEnqueuedUtcTime":"2016-12-09T09:27:18.1390000Z","IoTHub":{"MessageId":null,"CorrelationId":null,"ConnectionDeviceId":"FR_44MICHEL","ConnectionDeviceGenerationId":"636165393439607080","EnqueuedTime":"0001-01-01T00:00:00.0000000","StreamId":null}}
2016-12-09	09_0_fcab791b16ec4782b0287588d5a28541	09	DEVICE_01	515	2016-12-09T10:41:00.0000000	OK	V161209b	{"DeviceId":"DEVICE_01","Country":"FR","Variables":[{"Name":"LT_02_PCT_1","Timestamp":"2016-12-09T10:41:00.0000000","Value":515}],"EventProcessedUtcTime":"2016-12-09T09:27:17.6894247Z","PartitionId":3,"EventEnqueuedUtcTime":"2016-12-09T09:27:18.2950000Z","IoTHub":{"MessageId":null,"CorrelationId":null,"ConnectionDeviceId":"FR_44MICHEL","ConnectionDeviceGenerationId":"636165393439607080","EnqueuedTime":"0001-01-01T00:00:00.0000000","StreamId":null}}
2016-12-09	09_0_fcab791b16ec4782b0287588d5a28541	09	DEVICE_02	547	2016-12-09T10:41:00.0000000	OK	V161209b	{"DeviceId":"DEVICE_02","Country":"FR","Variables":[{"Name":"LT_02_PCT_1","Timestamp":"2016-12-09T10:41:00.0000000","Value":547}],"EventProcessedUtcTime":"2016-12-09T09:27:17.9081726Z","PartitionId":3,"EventEnqueuedUtcTime":"2016-12-09T09:27:18.5300000Z","IoTHub":{"MessageId":null,"CorrelationId":null,"ConnectionDeviceId":"FR_44MICHEL","ConnectionDeviceGenerationId":"636165393439607080","EnqueuedTime":"0001-01-01T00:00:00.0000000","StreamId":null}}
2016-12-09	09_0_fcab791b16ec4782b0287588d5a28541	09	DEVICE_03	551	2016-12-09T10:41:00.0000000	OK	V161209b	{"DeviceId":"DEVICE_03","Country":"FR","Variables":[{"Name":"LT_02_PCT_1","Timestamp":"2016-12-09T10:41:00.0000000","Value":551}],"EventProcessedUtcTime":"2016-12-09T09:27:18.1113088Z","PartitionId":3,"EventEnqueuedUtcTime":"2016-12-09T09:27:18.7490000Z","IoTHub":{"MessageId":null,"CorrelationId":null,"ConnectionDeviceId":"FR_44MICHEL","ConnectionDeviceGenerationId":"636165393439607080","EnqueuedTime":"0001-01-01T00:00:00.0000000","StreamId":null}}
2016-12-09	09_0_fcab791b16ec4782b0287588d5a28541	09	DEVICE_04	579	2016-12-09T10:41:00.0000000	OK	V161209b	{"DeviceId":"DEVICE_04","Country":"FR","Variables":[{"Name":"LT_02_PCT_1","Timestamp":"2016-12-09T10:41:00.0000000","Value":579}],"EventProcessedUtcTime":"2016-12-09T09:27:18.2831836Z","PartitionId":3,"EventEnqueuedUtcTime":"2016-12-09T09:27:18.9210000Z","IoTHub":{"MessageId":null,"CorrelationId":null,"ConnectionDeviceId":"FR_44MICHEL","ConnectionDeviceGenerationId":"636165393439607080","EnqueuedTime":"0001-01-01T00:00:00.0000000","StreamId":null}}
